book_id,title,authors,original_publication_year,language_code,average_rating,ratings_count,title_norm,authors_norm,tags_text,n_ratings,item_text
769483,"Magyk (Septimus Heap, #1)",Angie Sage,2005,eng,3.8,86805,"magyk (septimus heap, #1)",angie sage,to-read fantasy currently-reading young-adult favorites magic fiction series owned books-i-own,0,"magyk (septimus heap, #1) angie sage to-read fantasy currently-reading young-adult favorites magic fiction series owned books-i-own"
781110,Fever 1793,Laurie Halse Anderson,2000,en-US,3.89,81945,fever 1793,laurie halse anderson,to-read historical-fiction young-adult currently-reading ya favorites historical fiction books-i-own history,0,fever 1793 laurie halse anderson to-read historical-fiction young-adult currently-reading ya favorites historical fiction books-i-own history
1914973,"The Likeness (Dublin Murder Squad, #2)",Tana French,2008,eng,4.05,72480,"the likeness (dublin murder squad, #2)",tana french,to-read mystery currently-reading favorites fiction crime series thriller mysteries mystery-thriller,0,"the likeness (dublin murder squad, #2) tana french to-read mystery currently-reading favorites fiction crime series thriller mysteries mystery-thriller"
22551730,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,2015,eng,4.07,61439,dead wake: the last crossing of the lusitania,erik larson,to-read non-fiction history book-club nonfiction audiobook audiobooks audio favorites currently-reading,0,dead wake: the last crossing of the lusitania erik larson to-read non-fiction history book-club nonfiction audiobook audiobooks audio favorites currently-reading
77270,The Jungle Book,Rudyard Kipling,1894,eng,3.94,67107,the jungle book,rudyard kipling,to-read currently-reading classics fiction childrens classic fantasy owned children books-i-own,0,the jungle book rudyard kipling to-read currently-reading classics fiction childrens classic fantasy owned children books-i-own
18144124,"I Am Pilgrim (Pilgrim, #1)",Terry Hayes,2013,eng,4.23,49740,"i am pilgrim (pilgrim, #1)",terry hayes,to-read fiction favorites currently-reading book-club mystery-thriller books-i-own thrillers owned suspense,0,"i am pilgrim (pilgrim, #1) terry hayes to-read fiction favorites currently-reading book-club mystery-thriller books-i-own thrillers owned suspense"
170548,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,1997,eng,3.95,63324,don't sweat the small stuff ... and it's all small stuff: simple ways to keep the little things from taking over your life,richard carlson,to-read psychology owned inspirational philosophy currently-reading default owned-books business to-buy,0,don't sweat the small stuff ... and it's all small stuff: simple ways to keep the little things from taking over your life richard carlson to-read psychology owned inspirational philosophy currently-reading default owned-books business to-buy
11192642,Go the Fuck to Sleep,"Adam Mansbach, Ricardo Cortés",2011,eng,4.26,71816,go the fuck to sleep,"adam mansbach, ricardo cortés",to-read humor fiction favorites picture-books humour comedy childrens funny currently-reading,0,"go the fuck to sleep adam mansbach, ricardo cortés to-read humor fiction favorites picture-books humour comedy childrens funny currently-reading"
10883,Benjamin Franklin: An American Life,Walter Isaacson,2003,eng,3.96,70335,benjamin franklin: an american life,walter isaacson,to-read currently-reading biography history non-fiction biographies nonfiction american-history owned favorites,0,benjamin franklin: an american life walter isaacson to-read currently-reading biography history non-fiction biographies nonfiction american-history owned favorites
8366402,The Tiger's Wife,Téa Obreht,2011,eng,3.37,66104,the tiger's wife,téa obreht,currently-reading to-read fiction book-club historical-fiction favorites magical-realism owned books-i-own literary-fiction,0,the tiger's wife téa obreht currently-reading to-read fiction book-club historical-fiction favorites magical-realism owned books-i-own literary-fiction
60510,"Poison Study (Study, #1)",Maria V. Snyder,2005,eng,4.16,96417,"poison study (study, #1)",maria v. snyder,to-read fantasy young-adult ｆａｖｏｒｉｔｅｓ ya series fiction books-i-own favourites paranormal,0,"poison study (study, #1) maria v. snyder to-read fantasy young-adult ｆａｖｏｒｉｔｅｓ ya series fiction books-i-own favourites paranormal"
304027,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,2007,eng,4.33,97514,"lover unbound (black dagger brotherhood, #5)",j.r. ward,to-read paranormal paranormal-romance fantasy black-dagger-brotherhood currently-reading j-r-ward series romance urban-fantasy,0,"lover unbound (black dagger brotherhood, #5) j.r. ward to-read paranormal paranormal-romance fantasy black-dagger-brotherhood currently-reading j-r-ward series romance urban-fantasy"
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,2004,eng,4.36,75186,"going postal (discworld, #33; moist von lipwig, #1)",terry pratchett,to-read fantasy discworld fiction favorites humor terry-pratchett currently-reading humour pratchett,0,"going postal (discworld, #33; moist von lipwig, #1) terry pratchett to-read fantasy discworld fiction favorites humor terry-pratchett currently-reading humour pratchett"
323355,The Book of Mormon: Another Testament of Jesus Christ,"Anonymous, Joseph Smith Jr.",1830,eng,4.37,63530,the book of mormon: another testament of jesus christ,"anonymous, joseph smith jr.",favorites religious to-read non-fiction currently-reading church books-i-own nonfiction spiritual owned,0,"the book of mormon: another testament of jesus christ anonymous, joseph smith jr. favorites religious to-read non-fiction currently-reading church books-i-own nonfiction spiritual owned"
813214,The Mist,Stephen King,1980,en-US,3.92,82062,the mist,stephen king,to-read horror stephen-king currently-reading fiction favorites king thriller fantasy science-fiction,0,the mist stephen king to-read horror stephen-king currently-reading fiction favorites king thriller fantasy science-fiction
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,2005,eng,4.43,78123,"dead beat (the dresden files, #7)",jim butcher,to-read fantasy favorites currently-reading fiction mystery dresden-files paranormal jim-butcher magic,0,"dead beat (the dresden files, #7) jim butcher to-read fantasy favorites currently-reading fiction mystery dresden-files paranormal jim-butcher magic"
18966819,"Golden Son (Red Rising, #2)",Pierce Brown,2015,eng,4.46,57614,"golden son (red rising, #2)",pierce brown,to-read currently-reading favorites sci-fi science-fiction fantasy dystopian young-adult dystopia fiction,0,"golden son (red rising, #2) pierce brown to-read currently-reading favorites sci-fi science-fiction fantasy dystopian young-adult dystopia fiction"
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,2002,eng,4.47,71271,"night watch (discworld, #29; city watch, #6)",terry pratchett,to-read fantasy humour default sci-fi-fantasy favourites time-travel discworld favorites funny,0,"night watch (discworld, #29; city watch, #6) terry pratchett to-read fantasy humour default sci-fi-fantasy favourites time-travel discworld favorites funny"
34506,"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett,1986,en-US,3.94,75196,"the light fantastic (discworld, #2; rincewind #2)",terry pratchett,to-read fantasy discworld currently-reading humor fiction terry-pratchett humour owned pratchett,0,"the light fantastic (discworld, #2; rincewind #2) terry pratchett to-read fantasy discworld currently-reading humor fiction terry-pratchett humour owned pratchett"
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,2009,eng,3.82,65277,what the dog saw and other adventures,malcolm gladwell,to-read non-fiction currently-reading nonfiction psychology business essays sociology owned favorites,0,what the dog saw and other adventures malcolm gladwell to-read non-fiction currently-reading nonfiction psychology business essays sociology owned favorites
25574782,Pretty Girls,Karin Slaughter,2015,eng,3.95,60737,pretty girls,karin slaughter,to-read currently-reading mystery thriller fiction favorites crime suspense mystery-thriller book-club,0,pretty girls karin slaughter to-read currently-reading mystery thriller fiction favorites crime suspense mystery-thriller book-club
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,2008,eng,4.26,65068,"last argument of kings (the first law, #3)",joe abercrombie,to-read fantasy currently-reading favorites fiction epic-fantasy owned dark-fantasy kindle series,0,"last argument of kings (the first law, #3) joe abercrombie to-read fantasy currently-reading favorites fiction epic-fantasy owned dark-fantasy kindle series"
20926278,Revival,Stephen King,2014,en-US,3.75,53662,revival,stephen king,to-read stephen-king horror fiction thriller owned books-i-own favorites read-in-2015 mystery,0,revival stephen king to-read stephen-king horror fiction thriller owned books-i-own favorites read-in-2015 mystery
817791,The Blind Side: Evolution of a Game,Michael   Lewis,2006,eng,4.16,37792,the blind side: evolution of a game,michael lewis,to-read currently-reading sports non-fiction nonfiction biography football owned sport books-i-own,0,the blind side: evolution of a game michael lewis to-read currently-reading sports non-fiction nonfiction biography football owned sport books-i-own
47624,"Lirael (Abhorsen, #2)",Garth Nix,2001,en-US,4.29,78903,"lirael (abhorsen, #2)",garth nix,to-read fantasy young-adult favorites ya currently-reading fiction owned series books-i-own,0,"lirael (abhorsen, #2) garth nix to-read fantasy young-adult favorites ya currently-reading fiction owned series books-i-own"
13139,"School's Out—Forever (Maximum Ride, #2)",James Patterson,2006,en-US,4.16,90157,"school's out—forever (maximum ride, #2)",james patterson,to-read young-adult favorites currently-reading fantasy sci-fi science-fiction james-patterson maximum-ride ya,0,"school's out—forever (maximum ride, #2) james patterson to-read young-adult favorites currently-reading fantasy sci-fi science-fiction james-patterson maximum-ride ya"
6690979,"Black Butler, Vol. 1 (Black Butler, #1)","Yana Toboso, Tomo Kimura",2007,eng,4.37,74378,"black butler, vol. 1 (black butler, #1)","yana toboso, tomo kimura",to-read manga currently-reading favorites fantasy graphic-novels black-butler comics mangas graphic-novel,0,"black butler, vol. 1 (black butler, #1) yana toboso, tomo kimura to-read manga currently-reading favorites fantasy graphic-novels black-butler comics mangas graphic-novel"
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,2015,eng,4.49,100464,"winter (the lunar chronicles, #4)",marissa meyer,to-read currently-reading favorites young-adult fantasy sci-fi ya science-fiction romance books-i-own,0,"winter (the lunar chronicles, #4) marissa meyer to-read currently-reading favorites young-adult fantasy sci-fi ya science-fiction romance books-i-own"
51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"Robert Louis Stevenson, Robert Mighall",1886,eng,3.94,80299,the strange case of dr. jekyll and mr. hyde and other tales of terror,"robert louis stevenson, robert mighall",to-read classics horror currently-reading fiction classic favorites owned science-fiction gothic,0,"the strange case of dr. jekyll and mr. hyde and other tales of terror robert louis stevenson, robert mighall to-read classics horror currently-reading fiction classic favorites owned science-fiction gothic"
